source_url,title,year,source,audit_reason
https://www.hoerspielundfeature.de/die-gottesanbeterin-krimi-mordserie-in-einem-nonnenkloster-100.html,Mordserie in einem Nonnenkloster,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/muss-strafe-sein-teil-1-mauern-zellen-gerichtssaele-100.html,Muss Strafe sein? (1/2),2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/muss-strafe-sein-teil-2-verletzung-vergeltung-alternativen-100.html,Muss Strafe sein? (2/2),2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/phantomarbeit-100.html,Phantomarbeit,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/haeuserkampf-krimi-rebellion-gegen-gentrifizierung-100.html,Rebellion gegen Gentrifizierung,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/long-covid-und-jetzt-4-4-100.html,"Rollator, Jubiläum und frühe Literaturspuren",2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/ich-fuehre-ein-doppelleben-und-jetzt-4-4-100.html,"Rollenkoller, Wuttraining und MidlifeReset",2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/schoene-neue-welt-von-peter-thiel-zur-ki-revolution-100.html,Schöne Neue Welt,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/freistil-selbstgespraeche-100.html,Selbstgespräche,2024.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/hoerspiel-und-feature-serie-100.html,Serien,,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/mein-maennerbild-kriselt-und-jetzt-2-2-100.html,"Sexarbeit, Feminismus und Frauenwahl",2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/sportverraeter-100.html,Sportverräter,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/the-revolution-will-be-injected-hoerspiel-testosteron-100.html,The Revolution Will Be Injected,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/feature-papa-ich-bin-nichtbinaer-episode2-100.html,"Transition, Zweifel und Akzeptanz",2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/traeumende-georgier-gegen-den-georgischen-traum-100.html,Träumende Georgier gegen den „Georgischen Traum“,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/und-irgendwann-zuckte-noch-ein-ohr-100.html,Und irgendwann zuckte noch ein Ohr,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/hintergrund-dreierpack-manuel-gogos-100.html,Von der Überwindung der Schüchternheit,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/hoerspiel-vor-dem-verschwinden-100.html,Vor dem Verschwinden. Zu keiner Stunde,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/wir-haben-keine-krise-100.html,Wir haben keine Krise,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/feature-wissenschaft-unter-druck-100.html,Wissenschaft unter Druck,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/hf-wurfsendung-100.html,Wurfsendung,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/zimmer-frei-teil-1-100.html,"Zimmer frei (1/4) - Helfen, aber wie? ",2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/zimmer-frei-teil-3-100.html,Zimmer frei (3/4) - Zwischen Ankommen und Abreisen,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/zimmer-frei-teil-4-100.html,Zimmer frei (4/4) - Überall und Nirgends,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/zur-welt-100.html,Zur Welt,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/feature-zwiespalt-und-zwiesprache-100.html,Zwiespalt und Zwiesprache,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/zwischen-werkbank-und-wahlurne-100.html,Zwischen Werkbank und Wahlurne,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/doku-drops-10-on-off-100.html,doku drops 10: On/Off,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/doku-drops-11-tief-im-moor-102.html,doku drops 11: Tief im Moor,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/the-weird-and-the-eerie-100.html,the weird & the eerie,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/freistil-liminalitaet-und-die-schwellen-der-welt-100.html,Über Übergänge,2024.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/ueberleben-nach-dem-buergerkrieg-libyens-junge-generation-sucht-den-frieden-100.html,Überleben nach dem Bürgerkrieg,2022.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5010608,"""Vrloreni Laawa"" oder ""Verlorene Leben""",2022.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4996682,Alles ist groß,2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4992824,Arm und Pampig (6. Folge: Kantinenessen),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4992825,Arm und Pampig (7. Folge: Großes Kino),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4992826,Arm und Pampig (8. Folge: Begräbnisplanung),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4995746,Arm und pampig (10. Folge: Der Kammerjäger),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4995747,Arm und pampig (11. Folge: Der Vater),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4995749,Arm und pampig (12. Folge: Das Jugendamt),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4995751,Arm und pampig (13. Folge: Reiche Freundin),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4995753,Arm und pampig (14. Folge: Jugend designt),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4995754,Arm und pampig (15. Folge: Die neue Frisur),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4995755,Arm und pampig (16. Folge: Das Familientreffen),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4995743,Arm und pampig (9. Folge: Umzug),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4995667,Caiman Club (3. Staffel: 3. Folge: Leben und Tod),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5029703,Cleo Fischer – Detektei für ganz besondere Fälle (2. Staffel: 7. Folge: Der schönste Tag im Leben),2023.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4933281,Das Schloss (1. Teil),2017.0,DRA,canonical literary work/adaptation rather than life-writing object
https://hoerspiele.dra.de/detailansicht/4933291,Das Schloss (10. Teil),2017.0,DRA,canonical literary work/adaptation rather than life-writing object
https://hoerspiele.dra.de/detailansicht/4933292,Das Schloss (11. Teil),2017.0,DRA,canonical literary work/adaptation rather than life-writing object
https://hoerspiele.dra.de/detailansicht/4933293,Das Schloss (12. Teil),2017.0,DRA,canonical literary work/adaptation rather than life-writing object
https://hoerspiele.dra.de/detailansicht/4933283,Das Schloss (2. Teil),2017.0,DRA,canonical literary work/adaptation rather than life-writing object
https://hoerspiele.dra.de/detailansicht/4933284,Das Schloss (3. Teil),2017.0,DRA,canonical literary work/adaptation rather than life-writing object
https://hoerspiele.dra.de/detailansicht/4933285,Das Schloss (4. Teil),2017.0,DRA,canonical literary work/adaptation rather than life-writing object
https://hoerspiele.dra.de/detailansicht/4933286,Das Schloss (5. Teil),2017.0,DRA,canonical literary work/adaptation rather than life-writing object
https://hoerspiele.dra.de/detailansicht/4933287,Das Schloss (6. Teil),2017.0,DRA,canonical literary work/adaptation rather than life-writing object
https://hoerspiele.dra.de/detailansicht/4933288,Das Schloss (7. Teil),2017.0,DRA,canonical literary work/adaptation rather than life-writing object
https://hoerspiele.dra.de/detailansicht/4933289,Das Schloss (8. Teil),2017.0,DRA,canonical literary work/adaptation rather than life-writing object
https://hoerspiele.dra.de/detailansicht/4933290,Das Schloss (9. Teil),2017.0,DRA,canonical literary work/adaptation rather than life-writing object
https://hoerspiele.dra.de/detailansicht/5048635,"Das große Leid, das kleine Leben",2025.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/1371174,Der VHS-Kurs,1989.0,DRA,generic title keyword false positive
https://hoerspiele.dra.de/detailansicht/5028665,Die Vier Leben des NeShawn Plummer (1. Teil der zweiteiligen Fassung),2024.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5028666,Die Vier Leben des NeShawn Plummer (2. Teil der zweiteiligen Fassung),2024.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5046967,Die trübe Brühe Leben oder Die Sehnsucht nach der ewigen Wiese,2024.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5035622,Ein Leben im Ton (1. Teil),2024.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5036277,Ein Leben im Ton (2. Teil),2024.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5040377,"Es gibt kein richtiges Leben, ihr Flaschen!",2025.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4999120,Fallada. Ein Leben im Rausch (1. Teil),2022.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4999121,Fallada. Ein Leben im Rausch (2. Teil),2022.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4999122,Fallada. Ein Leben im Rausch (3. Teil),2022.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4997010,Jetzund kömpt die Nacht herbey (1. Teil der zweiteiligen Fassung),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4997011,Jetzund kömpt die Nacht herbey (2. Teil der zweiteiligen Fassung),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/1539867,"Kafkas ""Process"" als Handschrift. Roland Reuß, Herausgeber der historisch-kritischen Franz-Kafka-Ausgabe im Gespräch mit Julian Doepp",2010.0,DRA,canonical literary work/adaptation rather than life-writing object
https://hoerspiele.dra.de/detailansicht/4991429,Kurzstrecke (111. Folge),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/1443206,Leben des Galilei,1973.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5018962,Leben des Galilei (1. Teil der zweiteiligen Fassung),2023.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5018963,Leben des Galilei (2. Teil der zweiteiligen Fassung),2023.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/1539865,Leben mit Kafka. Klaus Wagenbach im Gespräch mit Julian Doepp,2010.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5043298,Nebel heiß Leben rückwärts (3. Staffel: 1. Folge: Kleben und kleben lassen),2023.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5043299,Nebel heiß Leben rückwärts (3. Staffel: 2. Folge: Apocalypse No),2023.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5043300,Nebel heiß Leben rückwärts (3. Staffel: 3. Folge: Ein Gespenst geht um),2023.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5043301,Nebel heiß Leben rückwärts (3. Staffel: 4. Folge: Verzögerungen im Betriebsablauf),2023.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5043302,Nebel heiß Leben rückwärts (3. Staffel: 5. Folge: Wo die Liebe hinfällt),2023.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5043304,Nebel heiß Leben rückwärts (3. Staffel: 6. Folge: Mamma Mia),2023.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4994625,Nebel heißt Leben rückwärts (1. Folge: Das Bauchgefühl ist ein verdammt kluger Kopf),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/4994626,Nebel heißt Leben rückwärts (2. Folge: Einmal Syrien und zurück),2021.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
https://hoerspiele.dra.de/detailansicht/5014649,Nebel heißt Leben rückwärts (2. Staffel: 1. Folge: Wer will denn schon nach Hollywood),2022.0,DRA,implicit/keyword-only inclusion; no direct life-writing signal
