source_url,title,year,source,life_focus,focus_basis,life_signal,form_family,genre,description_available
https://hoerspiele.dra.de/detailansicht/1371603,New York City,1984,DRA,Family / intimate life; Collective / community,Family / intimate life: keyword evidence | Collective / community: keyword evidence,portrait,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1371888,Mein Spaziergang nach Syrakus - Briefe an einen Freund (1. Teil: Entfernungen),1985,DRA,Author / literary figure,Author / literary figure: keyword evidence,diary/letters,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1372064,Franz Kafka hört noch immer Radio und telefoniert mit schönen Frauen. Porträt eines Mannes vor dem Sterben,1985,DRA,Women's life,Women's life: keyword evidence,portrait,original radio play,Originalhörspiel,False
https://hoerspiele.dra.de/detailansicht/1372247,Fred von Hoerschelmann - Zum 10. Todestag des Hörspielautors,1986,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,portrait,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1372252,Der Rundfunkmann Ernst Schnabel,1986,DRA,Author / literary figure,Author / literary figure: keyword evidence,portrait,other,Kurzhörspiel,False
https://hoerspiele.dra.de/detailansicht/1372270,Ein Schmuck für Momente - Helmut Käutner und das Hörspiel,1986,DRA,Actor / performer,Actor / performer: keyword evidence,portrait,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1372504,Die Straße nach Lushoto. Tanzania - Notizen aus meinem Tagebuch,1976,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1372907,Lady sings the Blues. Billie Holiday erinnert sich,1991,DRA,Women's life; Musician / composer,Women's life: keyword evidence | Musician / composer: keyword evidence,biography; autobiography; memory/testimony,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1372532,Anonyme Briefe,1950,DRA,Artist / visual artist,Artist / visual artist: keyword evidence,diary/letters,original radio play,Originalhörspiel,False
https://hoerspiele.dra.de/detailansicht/1373260,Briefe an Olga,1991,DRA,Musician / composer; Artist / visual artist,Musician / composer: keyword evidence | Artist / visual artist: keyword evidence,diary/letters,sound art,"Hörspielbearbeitung, Ars acustica",False
https://hoerspiele.dra.de/detailansicht/1374699,Familienpackung,1989,DRA,Women's life; Family / intimate life,Women's life: keyword evidence | Family / intimate life: keyword evidence,biography; autobiography,other,"Kurzhörspiel, Kinderhörspiel",False
https://hoerspiele.dra.de/detailansicht/1374444,Aus dem Tagebuch der Anne Frank,1989,DRA,Family / intimate life,Family / intimate life: keyword evidence,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel, Kinderhörspiel",False
https://hoerspiele.dra.de/detailansicht/1374721,Der Autor Hartmut Geerken,1990,DRA,Author / literary figure,Author / literary figure: keyword evidence,portrait,portrait,Porträt,False
https://hoerspiele.dra.de/detailansicht/1374736,Jean Anouilh zum 80. Geburtstag: Majestät des Boulevard - Porträt,1990,DRA,Musician / composer,Musician / composer: keyword evidence,portrait,portrait,Porträt,False
https://hoerspiele.dra.de/detailansicht/1374916,Briefe an Franz Pawell,1990,DRA,Women's life,Women's life: keyword evidence,diary/letters,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1375730,"Pioniere der Radiokunst (9. Folge: ... ""Quer zum Betrieb der Kulturindustrie"")",1986,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,portrait,portrait,Porträt,False
https://hoerspiele.dra.de/detailansicht/1375816,Bodo Katzenbergers Tagebuch,1986,DRA,Women's life; Family / intimate life,Women's life: keyword evidence | Family / intimate life: keyword evidence,diary/letters,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1375822,Porträt,1986,DRA,Women's life; Family / intimate life,Women's life: keyword evidence | Family / intimate life: keyword evidence,portrait,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1375861,Vier Briefe aus Amerika,1986,DRA,Family / intimate life,Family / intimate life: keyword evidence,diary/letters,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1375962,Per Einschreiben,1987,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,original radio play,"Originalhörspiel, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1376346,Das Tagebuch der Redegonda,1987,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1375917,Walter Ruttmann - der Visionär bewegter Rhythmen,1987,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,portrait,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1376147,Das akustische Tagebuch,1987,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1375863,C'era una volta il west oder Alte Briefe aus Amerika,1986,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,other,Kurzhörspiel,False
https://hoerspiele.dra.de/detailansicht/1377165,Ein Cäsar wäre ich sehr gerne gewesen - Monolog eines Mörders,1996,DRA,Family / intimate life,Family / intimate life: keyword evidence,biography; autobiography,adaptation,"Hörspielbearbeitung, Monolog",False
https://hoerspiele.dra.de/detailansicht/1377516,Anti. Ein Rainer-Werner-Fassbinder-Porträt,1992,DRA,Women's life; Family / intimate life,Women's life: keyword evidence | Family / intimate life: keyword evidence,portrait,portrait,Porträt,False
https://hoerspiele.dra.de/detailansicht/1377586,Und der Haifisch... . Mackie Messer erzählt aus seinem Leben. Porträt Wolf Kaiser,1992,DRA,Actor / performer; Family / intimate life,Actor / performer: keyword evidence | Family / intimate life: keyword evidence,portrait; life story,portrait,Porträt,False
https://hoerspiele.dra.de/detailansicht/1377511,"""Ich war irgendwie der erste Existentialist""",1992,DRA,Author / literary figure,Author / literary figure: keyword evidence,portrait,portrait,Porträt,False
https://hoerspiele.dra.de/detailansicht/1377773,Tagebuch einer heimlichen Symmetrie,1992,DRA,Musician / composer,Musician / composer: keyword evidence,diary/letters,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1377781,Zazie und der lange Kerl im Autobus S,1992,DRA,Author / literary figure,Author / literary figure: keyword evidence,portrait,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1378082,"Das wilde Geheul unserer täglichen Arbeit oder Komm heraus, du Schönheit von Mülheim (3. Teil: Briefe an Irina - Eine Erinnerung)",1992,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters; memory/testimony,original radio play,Originalhörspiel,False
https://hoerspiele.dra.de/detailansicht/1378087,Der verliebte Antierotiker - Ein unbekanntes Kapitel aus dem Leben des Dichters Paul Scheerbart (1. Teil),1993,DRA,Author / literary figure,Author / literary figure: keyword evidence,diary/letters,adaptation,"Hörspielbearbeitung, Monolog",False
https://hoerspiele.dra.de/detailansicht/1377966,Die lange Weile der Briefe danach,1992,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1378286,Andy Warhol: Das Tagebuch (1976),1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1378202,Autobiographie einer Leiche,1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,biography; autobiography,original radio play,Originalhörspiel,False
https://hoerspiele.dra.de/detailansicht/1378287,Andy Warhol: Das Tagebuch (1977),1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1378288,Andy Warhol: Das Tagebuch (1978),1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1378289,Andy Warhol: Das Tagebuch (1979),1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1378290,Andy Warhol: Das Tagebuch (1980),1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1378292,Andy Warhol: Das Tagebuch (1982),1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1378293,Andy Warhol: Das Tagebuch (1983),1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1378296,Andy Warhol: Das Tagebuch (1986),1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1378291,Andy Warhol: Das Tagebuch (1981),1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1378295,Andy Warhol: Das Tagebuch (1985),1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1378294,Andy Warhol: Das Tagebuch (1984),1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1378297,Andy Warhol: Das Tagebuch (1987),1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1378354,Meine Seele war schwarz von Fliegen (1. Teil),1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel, Monolog",False
https://hoerspiele.dra.de/detailansicht/1378358,Tagebuch eines Autobiographen,1993,DRA,Musician / composer; Family / intimate life,Musician / composer: keyword evidence | Family / intimate life: keyword evidence,portrait; biography; autobiography; diary/letters,original radio play,Originalhörspiel,False
https://hoerspiele.dra.de/detailansicht/1381519,Der Wind geht gen Mittag und kommt herum zur Mitternacht,1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1381497,Bruchstücke aus dem Tagebuch eines Dorfküsters,1993,DRA,Collective / community,Collective / community: keyword evidence,diary/letters,adaptation,"Monolog, Hörspielbearbeitung",False
https://hoerspiele.dra.de/detailansicht/1381401,Reise in den Klang der Worte. Porträt des Hörspiel-Regisseurs Jörg Jannings,1993,DRA,Actor / performer,Actor / performer: keyword evidence,portrait,portrait,Porträt,False
https://hoerspiele.dra.de/detailansicht/1381516,Sehr selten habe ich geweint,1993,DRA,Collective / community,Collective / community: keyword evidence,diary/letters,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1381590,Briefe an die Königin der Nacht,1993,DRA,Family / intimate life,Family / intimate life: keyword evidence,diary/letters,adaptation,"Hörspielbearbeitung, Kinderhörspiel",False
https://hoerspiele.dra.de/detailansicht/1381670,Der Hang zur Einsilbigkeit,1993,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,original radio play,Originalhörspiel,False
https://hoerspiele.dra.de/detailansicht/1381923,"Ich tippe nur, was ich im Kopf habe",1995,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,portrait,portrait,Porträt,False
https://hoerspiele.dra.de/detailansicht/1381820,Futschlinien (1. Teil: Der Reiseschriftsteller Richard Huelsenbeck),1995,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,biography; diary/letters,original radio play,Originalhörspiel,False
https://hoerspiele.dra.de/detailansicht/1381821,Futschlinien (2. Teil: Der Emigrant Richard Huelsenbeck),1995,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,biography; diary/letters,original radio play,Originalhörspiel,False
https://hoerspiele.dra.de/detailansicht/1384864,Das schlechteste Hörspiel der Welt oder Eine Biographie über Niemand,1995,DRA,Author / literary figure,Author / literary figure: keyword evidence,biography,original radio play,"Originalhörspiel, Monolog",False
https://hoerspiele.dra.de/detailansicht/1385344,Die innere Biografie des Robert Lax (3. Teil: Journals),1995,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,biography,essay,Essay,False
https://hoerspiele.dra.de/detailansicht/1385008,Im Ohrensaal,1995,DRA,Women's life,Women's life: keyword evidence,biography; autobiography,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1389829,Berlin - Ein akustisches Tagebuch,1996,DRA,Women's life; Author / literary figure; Collective / community,Women's life: keyword evidence | Author / literary figure: keyword evidence | Collective / community: keyword evidence,diary/letters,feature / documentary,"Feature, Originaltonhörspiel",False
https://hoerspiele.dra.de/detailansicht/1386162,Berlinisches Tagebuch,1996,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,sound art,Ars acustica,False
https://hoerspiele.dra.de/detailansicht/1385931,Erinnerungen an das Jahr Achtunddreißig,1996,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,memory/testimony,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1390079,Briefe an den Kaiser,1997,DRA,Musician / composer,Musician / composer: keyword evidence,diary/letters,original radio play,"Originalhörspiel, Monolog",False
https://hoerspiele.dra.de/detailansicht/1392442,Das Leben des Karl Valentin (3. Teil),1995,DRA,Actor / performer,Actor / performer: keyword evidence,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1392441,Das Leben des Karl Valentin (2. Teil),1995,DRA,Family / intimate life,Family / intimate life: keyword evidence,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1392444,Das Leben des Karl Valentin (5. Teil),1995,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1392429,Das Leben des Karl Valentin (1. Teil),1995,DRA,Family / intimate life,Family / intimate life: keyword evidence,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1392443,Das Leben des Karl Valentin (4. Teil),1995,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1392445,Das Leben des Karl Valentin (6. Teil),1995,DRA,Family / intimate life,Family / intimate life: keyword evidence,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1392446,Das Leben des Karl Valentin (7. Teil),1995,DRA,Author / literary figure; Family / intimate life,Author / literary figure: keyword evidence | Family / intimate life: keyword evidence,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1392447,Das Leben des Karl Valentin (8. Teil),1995,DRA,Family / intimate life,Family / intimate life: keyword evidence,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1392449,Das Leben des Karl Valentin (10. Teil),1995,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1392448,Das Leben des Karl Valentin (9. Teil),1995,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1392450,Das Leben des Karl Valentin (11. Teil),1995,DRA,Artist / visual artist,Artist / visual artist: keyword evidence,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1392451,Das Leben des Karl Valentin (12. Teil),1995,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1392452,Das Leben des Karl Valentin (13. Teil),1995,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1392453,Das Leben des Karl Valentin (14. Teil),1995,DRA,Political / historical figure,Political / historical figure: keyword evidence,biography,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1393594,Aus dem Tagebuch eines Trinkers,1996,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters; memory/testimony,adaptation,"Hörspielbearbeitung, Kurzhörspiel",False
https://hoerspiele.dra.de/detailansicht/1393596,Ihr Lieben viel zu weit Entfernten,1996,DRA,Family / intimate life,Family / intimate life: keyword evidence,diary/letters,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1394148,Leben sammeln. Die Tagebücher des Victor Klemperer (1918-1932) (2. Teil: Die Jahre 1920-1925),1997,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1394149,Leben sammeln. Die Tagebücher des Victor Klemperer (1918-1932) (3. Teil: Die Jahre 1926-1932),1997,DRA,Scholar / intellectual,Scholar / intellectual: keyword evidence,diary/letters,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1395063,"Anne Sexton - ""Ich bin wie ein lebender Stein...""",1998,DRA,Women's life; Author / literary figure,Women's life: keyword evidence | Author / literary figure: keyword evidence,portrait,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1398880,Die Jagd nach dem Täter (27. Folge: Briefe von fremder Hand),1958,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,original radio play,"Originalhörspiel, Kriminalhörspiel",False
https://hoerspiele.dra.de/detailansicht/1401599,Porträt einer Kongruenz,1969,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,portrait,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1403139,Briefe nach Luzern,1957,DRA,Actor / performer,Actor / performer: keyword evidence,diary/letters,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1403993,Der einzigartige Anonyme,1998,DRA,Musician / composer; Artist / visual artist,Musician / composer: keyword evidence | Artist / visual artist: keyword evidence,portrait,feature / documentary,Feature,False
https://hoerspiele.dra.de/detailansicht/1405456,Die Aspern-Briefe,1960,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1404357,Ladykiller. Versuch einer Würdigung,1998,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,memory/testimony,original radio play,Originalhörspiel,False
https://hoerspiele.dra.de/detailansicht/1412213,Mein Flug über den Ozean (1. Teil),1963,DRA,Family / intimate life,Family / intimate life: keyword evidence,biography; autobiography,adaptation,"Hörspielbearbeitung, Kinderhörspiel",False
https://hoerspiele.dra.de/detailansicht/1412214,Mein Flug über den Ozean (2. Teil),1963,DRA,Family / intimate life,Family / intimate life: keyword evidence,biography; autobiography,adaptation,"Hörspielbearbeitung, Kinderhörspiel",False
https://hoerspiele.dra.de/detailansicht/1412215,Mein Flug über den Ozean (3. Teil),1963,DRA,Family / intimate life,Family / intimate life: keyword evidence,biography; autobiography,adaptation,"Hörspielbearbeitung, Kinderhörspiel",False
https://hoerspiele.dra.de/detailansicht/1412216,Mein Flug über den Ozean (4. Teil),1963,DRA,Family / intimate life,Family / intimate life: keyword evidence,biography; autobiography,adaptation,"Hörspielbearbeitung, Kinderhörspiel",False
https://hoerspiele.dra.de/detailansicht/1412217,Mein Flug über den Ozean (5. Teil),1963,DRA,Women's life; Family / intimate life,Women's life: keyword evidence | Family / intimate life: keyword evidence,biography; autobiography,adaptation,"Hörspielbearbeitung, Kinderhörspiel",False
https://hoerspiele.dra.de/detailansicht/1412221,Mein Flug über den Ozean (6. Teil),1963,DRA,Family / intimate life,Family / intimate life: keyword evidence,biography; autobiography,adaptation,"Hörspielbearbeitung, Kinderhörspiel",False
https://hoerspiele.dra.de/detailansicht/1415190,Tagebuch,1963,DRA,Women's life; Actor / performer; Family / intimate life,Women's life: keyword evidence | Actor / performer: keyword evidence | Family / intimate life: keyword evidence,diary/letters,original radio play,Originalhörspiel,False
https://hoerspiele.dra.de/detailansicht/1415198,Berlin und Scherl,1963,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,portrait,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1415202,Tagebuch der Eva Heyman,1965,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1415239,Nun komm' ich als Richter,1965,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,memory/testimony,feature / documentary,"Originalhörspiel, Originaltonhörspiel",False
https://hoerspiele.dra.de/detailansicht/1417417,Zwischen allen Stühlen (2. Teil),1999,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1418105,Pension Spreewitz (Erinnerungen),1964,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,memory/testimony,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1417478,Goethe in Dachau,1999,DRA,Author / literary figure,Author / literary figure: keyword evidence,diary/letters,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1418159,Tagebuch eines sentimentalen Killers,1999,DRA,Ordinary / private person,Fallback: no named public role detected in available metadata,diary/letters,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1418153,Tagebuch eines Verführers,1965,DRA,Women's life; Musician / composer,Women's life: keyword evidence | Musician / composer: keyword evidence,diary/letters,other,Hörspiel,False
https://hoerspiele.dra.de/detailansicht/1423425,Kimmerlingers Abenteuer,1955,DRA,Women's life,Women's life: keyword evidence,memory/testimony,adaptation,Hörspielbearbeitung,False
https://hoerspiele.dra.de/detailansicht/1427146,Seine Rolle finden,2000,DRA,Actor / performer,Actor / performer: keyword evidence,portrait,feature / documentary,"Originalhörspiel, Dokumentarhörspiel",False
